285,000	40,708
285,015	40,847
285,030	41,006
285,045	40,879
285,060	39,589
285,075	40,721
285,090	39,201
285,105	40,002
285,120	40,502
285,135	40,516
285,150	40,510
285,165	39,881
285,180	39,559
285,195	40,205
285,210	39,436
285,225	40,147
285,240	40,226
285,255	39,277
285,270	39,065
285,285	38,883
285,300	38,892
285,315	39,754
285,330	39,893
285,345	39,626
285,360	38,998
285,375	38,184
285,390	38,765
285,405	38,267
285,420	39,218
285,435	39,042
285,450	39,020
285,465	38,217
285,480	38,035
285,495	38,249
285,510	38,910
285,525	38,563
285,540	38,506
285,555	38,129
285,570	37,064
285,585	38,041
285,600	38,305
285,615	38,174
285,630	38,228
285,645	36,848
285,660	36,601
285,675	36,534
285,690	36,683
285,705	37,509
285,720	37,433
285,735	36,424
285,750	37,375
285,765	36,015
285,780	36,626
285,795	37,086
285,810	36,754
285,825	36,206
285,840	36,300
285,855	36,509
285,870	36,568
285,885	35,499
285,901	36,164
285,916	36,048
285,930	35,299
285,945	35,549
285,961	34,770
285,976	35,536
285,990	35,440
286,005	35,524
286,021	35,452
286,036	34,939
286,050	34,106
286,065	34,801
286,080	33,918
286,096	34,874
286,111	34,677
286,125	34,270
286,141	33,742
286,156	33,039
286,171	33,850
286,186	34,135
286,201	34,163
286,216	34,062
286,231	33,383
286,246	32,700
286,261	32,915
286,276	32,302
286,291	33,414
286,306	33,337
286,321	32,308
286,336	32,126
286,351	31,884
286,366	31,712
286,381	31,942
286,396	32,387
286,411	32,240
286,426	31,757
286,441	31,134
286,456	32,141
286,471	31,994
286,486	31,973
286,501	31,621
286,516	31,028
286,531	30,365
286,546	30,353
286,561	30,232
286,576	31,289
286,591	31,127
286,606	31,070
286,621	30,748
286,636	29,513
286,651	29,893
286,666	30,419
286,681	30,317
286,696	29,513
286,711	29,597
286,726	29,075
286,741	29,475
286,756	29,679
286,771	29,703
286,786	28,979
286,801	28,647
286,816	29,208
286,831	27,862
286,846	29,019
286,861	28,848
286,876	28,896
286,891	28,665
286,906	28,483
286,921	27,122
286,936	28,149
286,951	27,506
286,966	28,092
286,981	26,822
286,996	27,312
287,011	27,782
287,026	26,898
287,041	26,892
287,056	27,362
287,071	27,341
287,086	27,184
287,101	26,395
287,116	25,908
287,131	26,603
287,146	25,890
287,161	26,586
287,176	26,364
287,191	25,831
287,206	26,166
287,221	25,317
287,236	25,486
287,251	26,072
287,266	25,795
287,281	25,909
287,296	24,975
287,311	24,537
287,326	25,218
287,341	24,480
287,356	24,885
287,371	25,029
287,386	24,576
287,401	23,828
287,416	23,857
287,431	23,690
287,446	24,511
287,461	24,410
287,476	24,323
287,491	23,555
287,506	22,992
287,521	23,667
287,536	24,032
287,551	23,569
287,566	23,663
287,581	22,990
287,596	22,438
287,611	22,667
287,626	23,057
287,641	23,211
287,656	23,014
287,671	22,948
287,686	21,698
287,701	21,501
287,716	22,041
287,731	22,461
287,746	22,425
287,761	22,404
287,776	21,390
287,791	20,832
287,806	21,673
287,821	20,864
287,836	21,765
287,851	21,564
287,866	20,795
287,881	21,335
287,897	20,110
287,911	21,067
287,926	21,307
287,942	20,829
287,957	21,164
287,971	20,751
287,986	20,409
288,002	20,187
288,017	19,178
288,031	20,721
288,046	20,615
288,062	20,007
288,077	20,236
288,092	19,066
288,107	19,226
288,122	19,866
288,137	19,629
288,152	19,874
288,167	19,366
288,182	18,593
288,197	19,454
288,212	18,770
288,227	19,090
288,242	19,530
288,257	18,345
288,272	19,212
288,287	18,263
288,302	18,367
288,317	18,857
288,332	18,831
288,347	18,684
288,362	18,908
288,377	17,633
288,392	17,908
288,407	17,701
288,422	18,447
288,437	18,416
288,452	17,712
288,467	17,661
288,482	17,820
288,497	17,347
288,512	18,229
288,527	17,937
288,542	17,986
288,557	17,453
