285,000	11,210
285,015	11,261
285,030	10,284
285,045	11,132
285,060	10,326
285,075	10,913
285,090	11,325
285,105	10,568
285,120	10,825
285,135	9,712
285,150	10,309
285,165	10,676
285,180	10,225
285,195	10,461
285,210	9,915
285,225	9,475
285,240	10,052
285,255	9,320
285,270	9,907
285,285	10,355
285,300	9,788
285,315	9,965
285,330	9,575
285,345	8,958
285,360	9,651
285,375	9,345
285,390	9,652
285,405	9,452
285,420	8,540
285,435	8,570
285,450	8,546
285,465	9,244
285,480	9,425
285,495	9,320
285,510	9,366
285,525	7,967
285,540	8,510
285,555	9,207
285,570	9,077
285,585	8,963
285,600	8,858
285,615	7,710
285,630	7,726
285,645	7,496
285,660	8,439
285,675	8,746
285,690	8,491
285,705	8,075
285,720	8,246
285,735	7,519
285,750	8,769
285,765	8,694
285,780	8,464
285,795	7,557
285,810	7,763
285,825	7,629
285,840	7,138
285,855	7,494
285,870	8,252
285,885	7,862
285,901	6,865
285,916	7,733
285,930	7,076
285,945	8,065
285,961	8,301
285,976	8,091
285,990	8,242
286,005	7,310
286,021	7,521
286,036	8,028
286,050	7,297
286,065	8,160
286,080	8,176
286,096	7,650
286,111	8,072
286,125	7,180
286,141	7,501
286,156	8,149
286,171	7,487
286,186	8,054
286,201	7,639
286,216	6,988
286,231	7,896
286,246	7,385
286,261	8,063
286,276	7,893
286,291	7,086
286,306	7,949
286,321	7,192
286,336	7,970
286,351	7,851
286,366	7,215
286,381	8,053
286,396	7,336
286,411	7,312
286,426	7,829
286,441	7,172
286,456	7,434
286,471	7,705
286,486	7,039
286,501	7,631
286,516	6,709
286,531	7,798
286,546	7,803
286,561	7,363
286,576	7,744
286,591	6,647
286,606	6,848
286,621	7,621
286,636	7,812
286,651	7,702
286,666	7,808
286,681	6,776
286,696	6,596
286,711	6,637
286,726	7,450
286,741	7,405
286,756	6,959
286,771	6,072
286,786	6,695
286,801	6,645
286,816	7,002
286,831	6,917
286,846	7,294
286,861	7,270
286,876	6,362
286,891	6,378
286,906	6,805
286,921	6,806
286,936	6,666
286,951	6,732
286,966	5,950
286,981	6,582
286,996	5,495
287,011	6,062
287,026	6,293
287,041	6,404
287,056	6,315
287,071	5,332
287,086	5,132
287,101	6,086
287,116	5,685
287,131	6,027
287,146	5,320
287,161	4,945
287,176	5,467
287,191	4,139
287,206	5,268
287,221	5,113
287,236	4,602
287,251	4,934
287,266	4,478
287,281	4,177
287,296	4,850
287,311	3,903
287,326	4,691
287,341	4,526
287,356	3,052
287,371	3,579
287,386	3,169
287,401	4,082
287,416	4,022
287,431	3,346
287,446	4,004
287,461	3,066
287,476	2,676
287,491	3,339
287,506	3,565
287,521	3,480
287,536	3,536
287,551	2,724
287,566	2,298
287,581	1,888
287,596	2,586
287,611	2,872
287,626	2,702
287,641	2,778
287,656	1,414
287,671	1,706
287,686	2,253
287,701	2,430
287,716	2,365
287,731	2,180
287,746	1,614
287,761	1,113
287,776	0,973
287,791	1,821
287,806	2,038
287,821	1,452
287,836	0,966
