285,000	-2,158
285,015	-1,866
285,030	-1,028
285,045	-0,951
285,060	-0,985
285,075	-1,009
285,090	-0,713
285,105	-0,661
285,120	0,177
285,135	-0,559
285,150	0,270
285,165	0,386
285,180	0,547
285,195	0,062
285,210	0,951
285,225	1,228
285,240	1,449
285,255	0,703
285,270	1,627
285,285	2,130
285,300	2,081
285,315	1,596
285,330	2,509
285,345	2,771
285,360	3,053
285,375	2,683
285,390	2,714
285,405	2,594
285,420	3,062
285,435	2,852
285,450	3,696
285,465	3,361
285,480	3,773
285,495	3,559
285,510	3,560
285,525	3,681
285,540	4,570
285,555	4,085
285,570	5,059
285,585	4,879
285,600	4,499
285,615	5,383
285,630	5,048
285,645	5,079
285,660	5,356
285,675	4,685
285,690	5,503
285,705	4,918
285,720	6,193
285,735	6,184
285,750	6,355
285,765	5,609
285,780	5,575
285,795	5,566
285,810	6,791
285,825	6,516
285,840	6,527
285,855	7,000
285,870	7,111
285,885	6,801
285,901	6,687
285,916	7,410
285,930	7,586
285,945	7,231
285,961	6,866
285,976	7,585
285,990	7,315
286,005	7,883
286,021	8,144
286,036	8,306
286,050	8,267
286,065	7,962
286,080	7,898
286,096	8,601
286,111	8,121
286,125	8,874
286,141	8,855
286,156	7,938
286,171	8,902
286,186	8,161
286,201	9,216
286,216	9,357
286,231	8,535
286,246	9,384
286,261	9,054
286,276	8,915
286,291	9,688
286,306	9,127
286,321	9,801
286,336	9,275
286,351	9,256
286,366	9,849
286,381	9,579
286,396	10,177
286,411	10,123
286,426	10,259
286,441	10,260
286,456	9,715
286,471	9,876
286,486	10,389
286,501	10,490
286,516	10,612
286,531	9,850
286,546	10,824
286,561	10,765
286,576	10,907
286,591	10,662
286,606	10,488
286,621	11,020
286,636	11,041
286,651	10,149
286,666	10,507
286,681	11,305
286,696	11,477
286,711	10,450
286,726	10,837
286,741	11,259
286,756	10,939
286,771	10,584
286,786	11,237
286,801	11,394
286,816	10,969
286,831	10,774
286,846	11,141
286,861	11,503
286,876	11,514
286,891	11,736
286,906	11,486
286,921	11,803
286,936	10,741
286,951	11,444
286,966	11,671
286,981	11,000
286,996	11,738
287,011	11,338
287,026	11,219
287,041	11,676
287,056	10,875
287,071	11,618
287,086	12,006
287,101	12,097
287,116	11,797
287,131	11,773
287,146	11,990
287,161	11,966
287,176	11,189
287,191	11,983
287,206	12,094
287,221	11,187
287,236	11,289
287,251	11,746
287,266	11,968
287,281	11,723
287,296	11,193
287,311	12,016
287,326	12,303
287,341	11,396
287,356	11,673
287,371	12,051
287,386	11,736
287,401	11,827
287,416	11,678
287,431	12,506
287,446	11,635
287,461	12,107
287,476	11,426
287,491	12,049
287,506	12,376
287,521	11,911
287,536	11,225
287,551	12,344
287,566	11,603
287,581	12,507
287,596	12,402
287,611	11,621
287,626	11,993
287,641	11,367
287,656	11,980
287,671	12,473
287,686	12,604
287,701	12,575
287,716	11,929
287,731	11,624
287,746	12,298
287,761	12,805
287,776	12,821
287,791	12,511
287,806	11,855
287,821	12,152
287,836	11,707
287,851	12,220
287,866	12,441
287,881	11,971
287,897	12,102
287,911	12,349
287,926	11,894
287,942	12,426
287,957	12,478
287,971	12,373
287,986	12,700
288,002	12,095
288,017	12,231
288,031	12,638
288,046	12,579
288,062	11,873
288,077	12,361
288,092	12,256
288,107	11,881
288,122	11,897
288,137	12,370
288,152	12,752
288,167	12,362
288,182	12,594
288,197	11,837
288,212	11,954
288,227	12,551
288,242	12,317
288,257	12,699
288,272	12,740
288,287	11,748
288,302	12,426
288,317	11,951
288,332	12,444
288,347	12,390
288,362	12,942
288,377	12,808
288,392	12,237
288,407	12,048
288,422	12,706
288,437	12,371
288,452	12,628
288,467	12,980
288,482	11,662
288,497	12,069
288,512	12,105
288,527	12,849
288,542	12,880
288,557	12,555
288,572	13,067
288,587	12,777
288,602	11,730
288,617	13,085
288,632	12,921
288,647	13,072
288,662	11,930
288,677	12,693
288,692	12,755
288,707	12,771
288,722	12,852
288,737	13,149
288,752	12,217
288,767	12,660
288,782	12,886
288,797	13,299
288,812	13,170
288,827	12,945
288,842	13,287
288,857	13,338
288,872	12,823
288,887	12,758
288,902	13,055
288,917	12,720
288,932	13,454
288,947	12,898
288,962	13,285
288,977	13,738
288,992	12,911
289,007	13,780
289,022	13,846
289,037	13,762
289,052	13,808
289,067	13,553
289,082	13,384
289,097	14,007
289,112	13,586
289,127	14,084
289,142	14,045
289,157	13,224
289,172	14,594
289,187	13,281
289,202	14,345
289,217	14,311
289,232	14,042
289,247	14,660
289,262	14,059
289,277	14,040
289,292	14,903
289,307	14,172
289,322	15,076
289,337	14,580
289,352	14,466
289,367	14,748
289,382	14,473
289,397	14,905
289,412	15,213
289,427	15,550
289,442	15,450
289,457	15,206
289,472	15,076
289,487	15,719
289,502	15,871
289,517	15,089
289,532	16,048
289,547	16,255
289,562	16,061
289,577	15,420
289,592	15,997
289,607	16,540
289,622	16,310
289,637	16,587
289,652	15,947
289,667	16,183
289,682	16,816
289,697	16,471
289,712	17,059
289,727	17,190
289,742	16,560
289,757	16,816
289,772	16,998
289,787	17,566
289,802	17,582
289,817	17,929
289,832	17,143
289,847	17,680
289,862	17,009
289,877	18,254
289,892	18,155
289,907	18,347
289,923	18,749
289,937	18,163
289,952	18,004
289,967	17,774
289,983	18,532
289,998	18,995
290,012	19,071
290,027	18,701
290,043	19,409
290,058	18,713
290,072	19,442
290,088	18,996
290,103	19,594
290,118	19,801
290,133	19,019
290,148	19,422
290,163	20,009
290,178	20,181
290,193	20,343
290,208	20,048
290,223	19,948
290,238	20,471
290,253	20,768
290,268	20,293
290,283	20,740
290,298	20,691
290,313	20,627
290,328	20,437
290,343	19,817
290,358	20,926
290,373	20,089
290,388	21,199
290,403	20,051
290,418	20,198
290,433	20,786
290,448	20,200
290,463	20,151
290,478	21,060
290,493	20,514
290,508	20,585
290,523	20,090
290,538	19,780
290,553	20,177
290,568	19,396
290,583	20,209
290,598	20,025
290,613	19,138
290,628	19,114
290,643	18,684
290,658	18,705
290,673	19,042
290,688	19,023
290,703	18,728
290,718	18,604
290,733	17,792
290,748	18,150
290,763	18,151
290,778	17,660
290,793	17,521
290,808	16,855
290,823	16,299
290,838	16,240
290,853	15,920
290,868	16,217
290,883	15,511
290,898	15,136
290,913	14,746
290,928	14,581
290,943	15,224
290,958	14,784
290,973	13,957
290,988	13,848
291,003	14,070
291,018	12,952
291,033	12,627
291,048	12,919
291,063	13,367
291,078	13,092
291,093	12,501
291,108	12,658
291,123	11,706
291,138	12,123
291,153	12,280
291,168	12,025
291,183	12,046
291,198	11,129
291,213	10,940
291,228	10,770
291,243	10,561
291,258	10,827
291,273	10,994
291,288	9,992
291,303	10,419
291,318	9,523
291,333	10,030
291,348	7,544
291,363	9,757
291,378	10,234
291,393	9,568
291,408	9,293
291,423	9,490
291,438	9,135
291,453	9,432
291,468	9,628
291,483	8,983
291,498	9,049
291,513	8,563
291,528	8,670
291,543	8,746
291,558	8,817
291,573	8,567
291,588	8,232
291,603	7,882
291,618	8,355
